Name,Type
SOSR 2017 - Proceedings of the 2017 Symposium on SDN Research,conference and proceedings
"IEEE Workshop on Signal Processing Advances in Wireless Communications, SPAWC",conference and proceedings
SPIN 2017 - Proceedings of the 24th ACM SIGSOFT International SPIN Symposium on Model Checking of Software,conference and proceedings
"2018 IEEE Information Theory Workshop, ITW 2018",conference and proceedings
"AVEC 2018 - Proceedings of the 2018 Audio/Visual Emotion Challenge and Workshop, co-located with MM 2018",conference and proceedings
Proceedings - I3D 2018: ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,conference and proceedings
"Proceedings of PMBS 2016: 7th International Workshop on Performance Modeling, Benchmarking and Simulation of High Performance Computing Systems - Held in conjunction with SC 2016: The International Conference for High Performance Computing, Networking, Storage and Analysis",conference and proceedings
"Proceedings - 2017 IEEE 19th Conference on Business Informatics, CBI 2017",conference and proceedings
"Proceedings of the 2018 IEEE International Symposium on Hardware Oriented Security and Trust, HOST 2018",conference and proceedings
"SMARTOBJECTS 2017 - Proceedings of the 3rd Workshop on Experiences with the Design and Implementation of Smart Objects, co-located with MobiCom 2017",conference and proceedings
"The Web Conference 2019 - Proceedings of the World Wide Web Conference, WWW 2019",conference and proceedings
"AutomotiveUI 2017 - 9th International ACM Conference on Automotive User Interfaces and Interactive Vehicular Applications, Proceedings",conference and proceedings
"2018 IEEE Asian Solid-State Circuits Conference, A-SSCC 2018 - Proceedings",conference and proceedings
IoTDI 2019 - Proceedings of the 2019 Internet of Things Design and Implementation,conference and proceedings
"2018 IEEE MTT-S International Microwave Workshop Series on 5G Hardware and System Technologies, IMWS-5G 2018",conference and proceedings
Proceedings of IEEE International Workshop on Variable Structure Systems,conference and proceedings
HSCC 2018 - Proceedings of the 21st International Conference on Hybrid Systems: Computation and Control (part of CPS Week),conference and proceedings
IEEE Workshop on Applications of Signal Processing to Audio and Acoustics,conference and proceedings
"Proceedings of the 1st Workshop on Machine Learning for Computing Systems, MLCS 2018 - In conjunction with HPDC",conference and proceedings
"Proceedings - 2017 IEEE/ACM 39th International Conference on Software Engineering: Software Engineering and Education Track, ICSE-SEET 2017",conference and proceedings
"2017 IEEE Power and Energy Society Innovative Smart Grid Technologies Conference, ISGT 2017",conference and proceedings
"2018 3rd International Conference on Fog and Mobile Edge Computing, FMEC 2018",conference and proceedings
"2018 IEEE 2nd International Conference on Fog and Edge Computing, ICFEC 2018 - In conjunction with 18th IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing, IEEE/ACM CCGrid 2018",conference and proceedings
"2018 IEEE Transportation and Electrification Conference and Expo, ITEC 2018",conference and proceedings
"IEEE Global Engineering Education Conference, EDUCON",conference and proceedings
CHI PLAY 2017 - Proceedings of the Annual Symposium on Computer-Human Interaction in Play,conference and proceedings
ICMR 2017 - Proceedings of the 2017 ACM International Conference on Multimedia Retrieval,conference and proceedings
"Proceedings of the 2017 Design, Automation and Test in Europe, DATE 2017",conference and proceedings
"ASHES 2017 - Proceedings of the 2017 Workshop on Attacks and Solutions in Hardware Security, co-located with CCS 2017",conference and proceedings
"2017 20th Conference of the Oriental Chapter of International Committee for Coordination and Standardization of Speech Databases and Assessment Techniques, O-COCOSDA 2017",conference and proceedings
HotNets 2018 - Proceedings of the 2018 ACM Workshop on Hot Topics in Networks,conference and proceedings
HotNets 2017 - Proceedings of the 16th ACM Workshop on Hot Topics in Networks,conference and proceedings
"Proceedings of the International Joint Conference on Autonomous Agents and Multiagent Systems, AAMAS",conference and proceedings
WSDM 2018 - Proceedings of the 11th ACM International Conference on Web Search and Data Mining,conference and proceedings
IPSN 2019 - Proceedings of the 2019 Information Processing in Sensor Networks,conference and proceedings
"NEAT 2018 - Proceedings of the 2018 Workshop on Networking for Emerging Applications and Technologies, Part of SIGCOMM 2018",conference and proceedings
"2018 IEEE 19th Workshop on Control and Modeling for Power Electronics, COMPEL 2018",conference and proceedings
"IWoR 2018 - Proceedings of the 2nd International Workshop on Refactoring, co-located with ASE 2018",conference and proceedings
"Proceedings of the 1st Workshop on GeoAI: AI and Deep Learning for Geographic Knowledge Discovery, GeoAI 2017",conference and proceedings
"2018 IEEE Conference on Standards for Communications and Networking, CSCN 2018",conference and proceedings
ICER 2018 - Proceedings of the 2018 ACM Conference on International Computing Education Research,conference and proceedings
Proceedings - International Conference on Software Engineering,conference and proceedings
Proceedings of the International Symposium on Physical Design,conference and proceedings
WebSci 2017 - Proceedings of the 2017 ACM Web Science Conference,conference and proceedings
"2017 13th Annual Conference on Wireless On-Demand Network Systems and Services, WONS 2017 - Proceedings",conference and proceedings
"2018 IEEE International Symposium on Dynamic Spectrum Access Networks, DySPAN 2018",conference and proceedings
"2018 IEEE International Symposium on Workload Characterization, IISWC 2018",conference and proceedings
"Proceedings - 2017 IEEE Workshop on Electrical Machines Design, Control and Diagnosis, WEMDCD 2017",conference and proceedings
"Proceedings - 2018 IEEE 5th International Conference on Data Science and Advanced Analytics, DSAA 2018",conference and proceedings
"2017 Workshop on Modeling and Simulation of Cyber-Physical Energy Systems, MSCPES 2017 - Held as part of CPS Week, Proceedings",conference and proceedings
"15th Conference of the European Chapter of the Association for Computational Linguistics, EACL 2017 - Proceedings of Conference",conference and proceedings
"2017 IEEE International Conference on Intelligence and Security Informatics: Security and Big Data, ISI 2017",conference and proceedings
Proceedings of the IEEE Conference on Decision and Control,conference and proceedings
RecSys 2018 - 12th ACM Conference on Recommender Systems,conference and proceedings
"SPE/AAPG/SEG Unconventional Resources Technology Conference 2018, URTC 2018",conference and proceedings
"2018 IEEE International Conference on Networking, Architecture and Storage, NAS 2018 - Proceedings",conference and proceedings
"Proceedings of the 2019 IEEE International Symposium on Hardware Oriented Security and Trust, HOST 2019",conference and proceedings
"2018 IEEE Globecom Workshops, GC Wkshps 2018 - Proceedings",conference and proceedings
"Proceedings - IEEE 25th Annual International Symposium on Field-Programmable Custom Computing Machines, FCCM 2017",conference and proceedings
"Poceedings of the Conference on Integrating Technology into Computer Science Education, ITiCSE",conference and proceedings
"Proceedings of the 18th Conference on Formal Methods in Computer-Aided Design, FMCAD 2018",conference and proceedings
SoCC 2017 - Proceedings of the 2017 Symposium on Cloud Computing,conference and proceedings
"Proceedings - 32nd Conference on Graphics, Patterns and Images Tutorials, SIBGRAPI-T 2019",conference and proceedings
"Proceedings of the 2017 20th Conference on Innovations in Clouds, Internet and Networks, ICIN 2017",conference and proceedings
"19th IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks, WoWMoM 2018",conference and proceedings
"2018 9th Advanced Satellite Multimedia Systems Conference and the 15th Signal Processing for Space Communications Workshop, ASMS/SPSC 2018",conference and proceedings
"2018 56th Annual Allerton Conference on Communication, Control, and Computing, Allerton 2018",conference and proceedings
"2018 AIAA/IEEE Electric Aircraft Technologies Symposium, EATS 2018",conference and proceedings
"Proceedings - 2017 IEEE/ACM 2nd International Workshop on Emotion Awareness in Software Engineering, SEmotion 2017",conference and proceedings
"SIAM International Conference on Data Mining, SDM 2018",conference and proceedings
ICMI 2018 - Proceedings of the 2018 International Conference on Multimodal Interaction,conference and proceedings
ICMR 2018 - Proceedings of the 2018 ACM International Conference on Multimedia Retrieval,conference and proceedings
Proceedings - EMIP 2018: Eye Movements in Programming,conference and proceedings
"SSRR 2017 - 15th IEEE International Symposium on Safety, Security and Rescue Robotics, Conference",conference and proceedings
"Proceedings - 17th ACM/IEEE International Conference on Information Processing in Sensor Networks, IPSN 2018",conference and proceedings
"Proceedings - 2017 IEEE/ACM 1st International Workshop on API Usage and Evolution, WAPI 2017",conference and proceedings
"SCC 2017 - Proceedings of the 5th ACM International Workshop on Security in Cloud Computing, co-located with ASIA CCS 2017",conference and proceedings
"2018 IEEE Energy Conversion Congress and Exposition, ECCE 2018",conference and proceedings
IEEE International Reliability Physics Symposium Proceedings,conference and proceedings
"Proceedings - 2019 Workshop on Fault Diagnosis and Tolerance in Cryptography, FDTC 2019",conference and proceedings
