Name,Type
Clinical Oral Implants Research,journal
International Journal of Production Economics,journal
International Journal of Tryptophan Research,journal
JCO Precision Oncology,journal
Journal of Urology,journal
Journal of Experimental Social Psychology,journal
Bulletin of the London Mathematical Society,journal
International Journal of Computer-Supported Collaborative Learning,journal
Current Opinion in Psychology,journal
IEEE Transactions on Industrial Electronics,journal
Remedial and Special Education,journal
"Cancer Immunology, Immunotherapy",journal
World Development,journal
Journal of Cell Science,journal
Foundations and Trends in Econometrics,journal
Proceedings of the IEEE,journal
Breast Cancer Research,journal
Journal of Industrial Ecology,journal
Astrophysical Journal,journal
Communications Physics,journal
International Journal of Stroke,journal
Biomolecular Detection and Quantification,journal
Journal of Quantitative Criminology,journal
CIRP Annals - Manufacturing Technology,journal
Environmental Research Letters,journal
Resuscitation,journal
Gastrointestinal Endoscopy,journal
Advances in Nutrition,journal
Journal of Biological Chemistry,journal
DNA Repair,journal
Mathematical Programming,journal
Precambrian Research,journal
Journal of Stroke,journal
Human Genetics,journal
Global Food Security,journal
Journal of Clinical Microbiology,journal
Journal of Economic History,journal
"Lancet Digital Health, The",journal
Emerging Contaminants,journal
Foundations and Trends in Systems and Control,journal
Proceedings of the Royal Society B: Biological Sciences,journal
Geochimica et Cosmochimica Acta,journal
Journal of Catalysis,journal
IMF Economic Review,journal
Molecular Oncology,journal
American Journal of Epidemiology,journal
Investigative Radiology,journal
Journal of Gastroenterology,journal
Calculus of Variations and Partial Differential Equations,journal
Biofabrication,journal
Health Psychology Review,journal
Neuroscientist,journal
Progress in Aerospace Sciences,journal
DMM Disease Models and Mechanisms,journal
Cladistics,journal
IEEE Transactions on Medical Imaging,journal
Clinical and Translational Immunology,journal
Critical Reviews in Environmental Science and Technology,journal
International Journal of Hospitality Management,journal
Learning and Instruction,journal
Review of Public Personnel Administration,journal
Journal of Nuclear Medicine,journal
npj Biofilms and Microbiomes,journal
Developmental Psychology,journal
Water Research X,journal
Journal of Management Inquiry,journal
Energy Research and Social Science,journal
European Journal of Nuclear Medicine and Molecular Imaging,journal
Sociological Science,journal
Journal of Manufacturing Systems,journal
Journal of the American College of Surgeons,journal
British Journal of Dermatology,journal
Work and Occupations,journal
Biology of Blood and Marrow Transplantation,journal
Technovation,journal
Biometrics,journal
Immunology,journal
Journal of Structural Biology: X,journal
Games and Economic Behavior,journal
Publications of the Astronomical Society of the Pacific,journal
Advanced healthcare materials,journal
American Journal of Preventive Medicine,journal
Applied Materials Today,journal
Non-coding RNA,journal
Progress in Photovoltaics: Research and Applications,journal
Bipolar Disorders,journal
Clinical Psychology: Science and Practice,journal
Molecular Therapy - Methods and Clinical Development,journal
American Journal of Public Health,journal
Journal of Literacy Research,journal
TrAC - Trends in Analytical Chemistry,journal
Evidence-Based Mental Health,journal
Advances in Mathematics,journal
Annals of Intensive Care,journal
JACC: Clinical Electrophysiology,journal
International Journal of Sports Physiology and Performance,journal
Mayo Clinic Proceedings,journal
Antioxidants and Redox Signaling,journal
Arthroscopy - Journal of Arthroscopic and Related Surgery,journal
Mechanical Systems and Signal Processing,journal
Advances in Colloid and Interface Science,journal
Journal of Education Policy,journal
Molecular Cancer Research,journal
European Journal of Immunology,journal
Fertility and Sterility,journal
Functional Ecology,journal
Journal of Financial Stability,journal
Therapeutic Advances in Medical Oncology,journal
ACS Pharmacology and Translational Science,journal
Review of International Organizations,journal
Journal of Behavioral Addictions,journal
Emotion,journal
"IEEE Transactions on Systems, Man, and Cybernetics: Systems",journal
Cell Calcium,journal
Environmental Health Perspectives,journal
Journal of Occupational and Organizational Psychology,journal
Nucleic Acid Therapeutics,journal
Advanced Electronic Materials,journal
Carbon,journal
Big Data and Society,journal
West European Politics,journal
European Union Politics,journal
Retina,journal
Foundations and Trends in Communications and Information Theory,journal
Trends in Parasitology,journal
Mathematische Annalen,journal
Cancer Epidemiology Biomarkers and Prevention,journal
Research and Politics,journal
Virus Evolution,journal
Social Cognitive and Affective Neuroscience,journal
Biological Conservation,journal
Technological Forecasting and Social Change,journal
Cognitive Psychology,journal
Sleep,journal
Green Chemistry,journal
Academy of Management Learning and Education,journal
Earthquake Engineering and Structural Dynamics,journal
Cytokine and Growth Factor Reviews,journal
Numerische Mathematik,journal
Journal of Research on Educational Effectiveness,journal
Chronic Stress,journal
Journal of Business Ethics,journal
Current Psychiatry Reports,journal
Molecular Therapy - Nucleic Acids,journal
Studies in Second Language Acquisition,journal
Journal of Clinical Endocrinology and Metabolism,journal
Neurobiology of Disease,journal
Statistical Science,journal
British Journal of Surgery,journal
Small Business Economics,journal
Educational Administration Quarterly,journal
Conservation Biology,journal
JAMA Ophthalmology,journal
Bulletin of the Geological Society of America,journal
Composites Part B: Engineering,journal
Transactions of the Institute of British Geographers,journal
AIDS,journal
Critical Reviews in Microbiology,journal
Advanced Materials Technologies,journal
Heart,journal
Journal of Biomedical Science,journal
Translational Research,journal
"Transportation Research, Part A: Policy and Practice",journal
Antipode,journal
Metabolism: Clinical and Experimental,journal
Current Opinion in Behavioral Sciences,journal
Oncologist,journal
BioEssays,journal
Wiley Interdisciplinary Reviews: Nanomedicine and Nanobiotechnology,journal
Business Horizons,journal
npj Schizophrenia,journal
Bioactive Materials,journal
Tunnelling and Underground Space Technology,journal
Journal of Autoimmunity,journal
Journal of Higher Education,journal
Journal of Second Language Writing,journal
Journal of Cerebral Blood Flow and Metabolism,journal
"Trauma, Violence, and Abuse",journal
Journal of acquired immune deficiency syndromes (1999),journal
Reading Research Quarterly,journal
European Journal of Operational Research,journal
Annals of Tourism Research,journal
IEEE Transactions on Power Electronics,journal
Stem Cells,journal
International Journal of Operations and Production Management,journal
BJOG: An International Journal of Obstetrics and Gynaecology,journal
ACS Synthetic Biology,journal
Justice Quarterly,journal
ACM Transactions on Graphics,journal
Acta Geotechnica,journal
Journal of Numerical Mathematics,journal
Information and Management,journal
Ecology,journal
International Journal of Rock Mechanics and Minings Sciences,journal
Diabetes Technology and Therapeutics,journal
IEEE Transactions on Geoscience and Remote Sensing,journal
Molecular and Cellular Biology,journal
Rock Mechanics and Rock Engineering,journal
Journalism Studies,journal
Journal of Power Sources,journal
Astronomy and Astrophysics,journal
Environmental Pollution,journal
Current HIV/AIDS Reports,journal
Future of Children,journal
Journal of Animal Ecology,journal
Journals of Gerontology - Series A Biological Sciences and Medical Sciences,journal
Survey of Ophthalmology,journal
Advances in Biological Regulation,journal
European Urology Focus,journal
JAMA Dermatology,journal
Network Neuroscience,journal
Journal of Magnesium and Alloys,journal
Retrovirology,journal
American Psychologist,journal
Journal of Antimicrobial Chemotherapy,journal
Business Strategy and the Environment,journal
Annales de l'institut Henri Poincare (B) Probability and Statistics,journal
Government Information Quarterly,journal
Quarterly Review of Biology,journal
Burnout Research,journal
Cancer Communications,journal
Europace,journal
Journal of Controlled Release,journal
Analytical Chemistry,journal
International Journal of Radiation Oncology Biology Physics,journal
BMJ Global Health,journal
Dialogues in Clinical Neuroscience,journal
Clinical Child and Family Psychology Review,journal
Computers in Human Behavior,journal
Quantitative Marketing and Economics,journal
Journal of Positive Behavior Interventions,journal
Biology and Fertility of Soils,journal
Gynecologic Oncology,journal
Global Sustainability,journal
Demography,journal
Frontiers in Molecular Biosciences,journal
Quantum Science and Technology,journal
APL Photonics,journal
Energy Policy,journal
"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",journal
Food Policy,journal
Journal of Functional Analysis,journal
Polymer Reviews,journal
Urban Education,journal
Communications in Partial Differential Equations,journal
Wiley Interdisciplinary Reviews: Systems Biology and Medicine,journal
Critical Reviews in Oncology/Hematology,journal
Applied Psychological Measurement,journal
Journal of Personality,journal
Neurobiology of Aging,journal
Chromosome Research,journal
Cognition,journal
Methods,journal
ACM Computing Surveys,journal
International Journal of Contemporary Hospitality Management,journal
Contributions to Mineralogy and Petrology,journal
Journal of Innate Immunity,journal
mAbs,journal
IEEE Internet of Things Journal,journal
International Small Business Journal,journal
Antimicrobial Agents and Chemotherapy,journal
