Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Bruner, J.","",[No title available],1990,"Acts of Meaning",,"",,,,,7419,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004144155&partnerID=40&md5=4aa29ed111e59d55a445364b9ce0fbca",Article,Final,"",Scopus,2-s2.0-0004144155
"Marshall, C., Rossman, G.B."," ",[No title available],1989,"Designing Qualitative Research",,"",,,,,7306,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004072849&partnerID=40&md5=4aee210bf7d1c20ad2b83c904fe5ff08",Article,Final,"",Scopus,2-s2.0-0004072849
"Bentler, P.M.","",[No title available],1995,"EQS Structural Equations Program Manual",,"",,,,,7184,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004130088&partnerID=40&md5=c6aa891cb973df1df63528d40f33f2c3",Article,Final,"",Scopus,2-s2.0-0004130088
"Saunders, M., Lewis, P., Thornhill, A.","  ",[No title available],2003,"Research Methods for Business Students",,"",,,,,7045,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004081521&partnerID=40&md5=2c7def8d67f3601c55cbe4d22ea10102",Article,Final,"",Scopus,2-s2.0-0004081521
"Seligman, M.E., Csikszentmihalyi, M.","7006438311; 7004157095","Positive psychology. An introduction.",2000,"The American psychologist",55,"1",,5,14,,6913,10.1037/0003-066X.55.1.5,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0033755485&partnerID=40&md5=1e39d0728d7e5dbdb7854ccd7feff0cc",Article,Final,"All Open Access, Green",Scopus,2-s2.0-0033755485
"Giddens, A.","",[No title available],1979,"Central Problems in Social Theory",,"",,,,,6817,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003920505&partnerID=40&md5=2cd47d0f30219a299be46eeac9d13232",Article,Final,"",Scopus,2-s2.0-0003920505
"Lewin, K.","",[No title available],1951,"Field Theory in Social Science",,"",,,,,6793,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003420955&partnerID=40&md5=8ced1a0930bf2065394e06b683243f93",Article,Final,"",Scopus,2-s2.0-0003420955
"Shrout, P.E., Bolger, N.","35518188000; 6701425490","Mediation in experimental and nonexperimental studies: New procedures and recommendations",2002,"Psychological Methods",7,"4",,422,445,,6740,10.1037/1082-989X.7.4.422,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84875514169&partnerID=40&md5=e279e74a26b6a3c3d234c252ad717269",Article,Final,"All Open Access, Green",Scopus,2-s2.0-84875514169
"Bass, B.M.","","Leadership and performance beyond expectations",1985,"Leadership and Performance Beyond Expectations",,"",,,,,6705,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003511301&partnerID=40&md5=15a2cc1e4d9611df36d12b80dbe21c52",Article,Final,"",Scopus,2-s2.0-0003511301
"MacIntyre, A.","",[No title available],1981,"After Virtue",,"",,,,,6620,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004123406&partnerID=40&md5=e8123120f726175ee6b3b1a9379f24c4",Article,Final,"",Scopus,2-s2.0-0004123406
"Hutchins, E.","","Cognition in the wild",1995,"Cognition in the Wild",,"",,,,,6482,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004261970&partnerID=40&md5=ac2afb58e72b0db7d33b00b39899fc2e",Article,Final,"",Scopus,2-s2.0-0004261970
"Yukl, G.","",[No title available],1994,"Leadership in Organizations",,"",,,,,6342,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003446464&partnerID=40&md5=1697176fa7f121808e8f38f05c21d9ee",Article,Final,"",Scopus,2-s2.0-0003446464
"Goffman, E.","",[No title available],1967,"Interaction Ritual: Essays on Face-to-Face Behavior",,"",,,,,6291,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003938516&partnerID=40&md5=10982a408d13af24ec64d4ce4c25c7a5",Article,Final,"",Scopus,2-s2.0-0003938516
"Prochaska, J.O., DiClemente, C.C., Norcross, J.C.","7102777734; 35445946200; 7006410791","In search of how people change: Applications to addictive behaviors",1992,"American Psychologist",47,"9",,1102,1114,,6222,10.1037/0003-066X.47.9.1102,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0026924143&partnerID=40&md5=d045119370f940e04ad3cea902f07f5c",Article,Final,"",Scopus,2-s2.0-0026924143
"Burns, T., Stalker, G.M."," ",[No title available],1961,"The Management of Innovation",,"",,,,,6193,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004281843&partnerID=40&md5=b9385c78f1fb2e3bacd4e07551906bc6",Article,Final,"",Scopus,2-s2.0-0004281843
"DeLone, W.H., McLean, E.R.","6506557969; 7005947491","The DeLone and McLean model of information systems success: A ten-year update",2003,"Journal of Management Information Systems",19,"4",,9,30,,6180,10.1080/07421222.2003.11045748,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0037368865&partnerID=40&md5=6896e1e977c71f29844bd989cb744112",Conference Paper,Final,"",Scopus,2-s2.0-0037368865
"DeLone, W.H., McLean, E.R.","6506557969; 7005947491","Information systems success: The quest for the dependent variable",1992,"Information Systems Research",3,"1",,60,95,,6127,10.1287/isre.3.1.60,"https://www.scopus.com/inward/record.url?eid=2-s2.0-72249114849&partnerID=40&md5=28ccce89814276381d783f9cdfcbfc4a",Article,Final,"",Scopus,2-s2.0-72249114849
"Eisenhardt, K.M.","","Agency theory: An assessment and review",1989,"Academy of Management Review",14,"1",,57,74,,5922,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001336426&partnerID=40&md5=21a2542f1b797a0e41b2185cfe3f116d",Article,Final,"",Scopus,2-s2.0-0001336426
"Triandis, H.C.","","Individualism and collectivism",1995,"Individualism and Collectivism",,"",,,,,5820,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004291209&partnerID=40&md5=7ee842d2188aa44215a8426da533e792",Article,Final,"",Scopus,2-s2.0-0004291209
"House, R.J., Hanges, P.J., Javidan, M., Dorfman, P.W., Gupta, V.","    ",[No title available],2004,"Culture, Leadership, and Organizations: The GLOBE Study of 62 Societies",,"",,,,,5781,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-4344676321&partnerID=40&md5=20d7dc0fdc72883891d429e51d6c6ede",Article,Final,"",Scopus,2-s2.0-4344676321
"Morgan, D.L.","",[No title available],1988,"Focus Groups as Qualitative Research",,"",,,,,5689,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003594156&partnerID=40&md5=3698c0f93d10466d45a53b4a2556583b",Article,Final,"",Scopus,2-s2.0-0003594156
"Giddens, A.","",[No title available],1984,"The Constitution of Society",,"",,,,,5581,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004233718&partnerID=40&md5=1f029fd1df3c2adb97af105a58f2b767",Article,Final,"",Scopus,2-s2.0-0004233718
"Silverman, D.","",[No title available],2000,"Doing Qualitative Research",,"",,,,,5287,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004238949&partnerID=40&md5=5123018f9bfcaa190fbf1862c7549d25",Article,Final,"",Scopus,2-s2.0-0004238949
"Adler, P.S., Kwon, S.-W.","7202767531; 7402624567","Social capital: Prospects for a new concept",2002,"Academy of Management Review",27,"1",,17,40,,5218,10.5465/AMR.2002.5922314,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0036001864&partnerID=40&md5=ebad52c14b2114f71e0edcebd33deb92",Review,Final,"",Scopus,2-s2.0-0036001864
"Searle, J.R.","",[No title available],1995,"The Construction of Social Reality",,"",,,,,5211,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004289648&partnerID=40&md5=860c0c4598e7d508ba89efed7fef9b61",Article,Final,"",Scopus,2-s2.0-0004289648
"Daft, R.L., Lengel, R.H."," ","Organizational information requirements, media richness and structural design",1986,"Management Science",32,"5",,554,571,,5194,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001229241&partnerID=40&md5=e38a5a6219e2c887bd66b08f95703801",Article,Final,"",Scopus,2-s2.0-0001229241
"Moore, G.C., Benbasat, I.","57214340692; 7003698467","Development of an instrument to measure the perceptions of adopting an information technology innovation",1991,"Information Systems Research",2,"3",,192,222,,5183,10.1287/isre.2.3.192,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73449149291&partnerID=40&md5=472a4019968c1ca717e29704ed8b5216",Article,Final,"",Scopus,2-s2.0-73449149291
"Rubin, H.J., Rubin, I.S."," ",[No title available],1995,"Qualitative Interviewing: The Art of Hearing Data",,"",,,,,5149,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003868939&partnerID=40&md5=c7e2d7bdafe0f269ecca67e7e0167b03",Article,Final,"",Scopus,2-s2.0-0003868939
"Kerlinger, F.N.","",[No title available],1986,"Foundations of Behavioral Research",,"",,,,,5120,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004139102&partnerID=40&md5=79b9f72b93d82041e8682bae55dfeb67",Article,Final,"",Scopus,2-s2.0-0004139102
"Checkland, P.","",[No title available],1981,"Systems Thinking, Systems Practice",,"",,,,,5061,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003543744&partnerID=40&md5=51e043f033659c9eb1b1adaec66a4ed8",Article,Final,"",Scopus,2-s2.0-0003543744
"Neuendorf, K.A.","",[No title available],2002,"The Content Analysis Guidebook",,"",,,,,5045,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004230731&partnerID=40&md5=f3fcd41fcba9e7369d5471ba8419eba6",Article,Final,"",Scopus,2-s2.0-0004230731
"Suchman, L.","",[No title available],1987,"Plans and Situated Actions",,"",,,,,5034,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003979915&partnerID=40&md5=4879a1063a9460eb8a15127520de3a84",Article,Final,"",Scopus,2-s2.0-0003979915
"Pressman, R.S.","",[No title available],1997,"Software Engineering: A Practitioner's Approach",,"",,,,,4963,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003625739&partnerID=40&md5=a101081a59f686e0de3d48a939bb97e4",Article,Final,"",Scopus,2-s2.0-0003625739
"Hammer, M., Champy, J."," ",[No title available],1993,"Reengineering the Corporation: A Manifesto for Business Revolution",,"",,,,,4962,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003594966&partnerID=40&md5=d7e43016875b184a2dc9e1bd4790216c",Article,Final,"",Scopus,2-s2.0-0003594966
"Flanagan, J.C.","23083078000","The critical incident technique",1954,"Psychological Bulletin",51,"4",,327,358,,4907,10.1037/h0061470,"https://www.scopus.com/inward/record.url?eid=2-s2.0-47949103721&partnerID=40&md5=1587cbdbbf0392664be6b3333e8fe323",Article,Final,"",Scopus,2-s2.0-47949103721
"Beck, K.","",[No title available],2000,"Extreme Programming Explained: Embrace Change",,"",,,,,4895,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003827816&partnerID=40&md5=49c28f5a30694b98121b4de407409bb3",Article,Final,"",Scopus,2-s2.0-0003827816
"Huselid, M.A.","","The impact of human resource management practices on turnover, productivity, and corporate financial performance",1995,"Academy of Management Journal",38,"3",,635,672,,4863,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-13144250328&partnerID=40&md5=8e94a7d9befe2744edcee6928232e966",Article,Final,"",Scopus,2-s2.0-13144250328
"Weber, R.P.","",[No title available],1990,"Basic Content Analysis",,"",,,,,4853,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003797465&partnerID=40&md5=b8b02c7e2b1bfeee9508455a6540734e",Article,Final,"",Scopus,2-s2.0-0003797465
"Brown, J.S., Duguid, P."," ","Organizational learning and communities-of-practice: Toward a unified view of working, learning, and innovation",1991,"Organization Science",2,"1",,40,57,,4784,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0002671639&partnerID=40&md5=fd2b2828fae9599d1fccf69475bf5e7b",Article,Final,"",Scopus,2-s2.0-0002671639
"Grant, R.M.","15080708000","The Resource-Based Theory of Competitive Advantage: Implications for Strategy Formulation",1991,"California Management Review",33,"3",,114,135,,4705,10.2307/41166664,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84968099966&partnerID=40&md5=77ff61c94eebc6e9fa751ecf62da903f",Article,Final,"",Scopus,2-s2.0-84968099966
"Taylor, S., Todd, P.A.","7404757122; 36444544700","Understanding information technology usage: A test of competing models",1995,"Information Systems Research",6,"2",,144,176,,4685,10.1287/isre.6.2.144,"https://www.scopus.com/inward/record.url?eid=2-s2.0-73549120882&partnerID=40&md5=fb2fb89ddb35cab62f6b8e2d02b3a6d4",Article,Final,"",Scopus,2-s2.0-73549120882
"Levitt, B., March, J.G."," ","Organizational learning",1988,"Annual Review of Sociology",14,"",,319,340,,4617,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84936823706&partnerID=40&md5=10c033b64ada1baf78cd9ada882990d1",Article,Final,"",Scopus,2-s2.0-84936823706
"Henderson, R.M., Clark, K.B."," ","Architectural innovation: The reconfiguration of existing product technologies and the failure of established firms",1990,"Administrative Science Quarterly",35,"1",,9,30,,4607,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001511053&partnerID=40&md5=27a8ed40ff9a8fa72766061407494f4c",Article,Final,"",Scopus,2-s2.0-0001511053
"Kaplan, R.S., Norton, D.P."," ","The balanced scorecard: Translating strategy into action",1996,"The Balanced Scorecard: Translating Strategy into Action",,"",,,,,4598,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003454188&partnerID=40&md5=e8bc2e3b8fd09f9f18c2bf57065cd87c",Article,Final,"",Scopus,2-s2.0-0003454188
"Swidler, A.","","Culture in action: Symbols and strategies",1986,"American Sociological Review",51,"2",,273,286,,4459,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84936823493&partnerID=40&md5=b70215348c7417c0a310ea14103537b9",Article,Final,"",Scopus,2-s2.0-84936823493
"Fowler, M.","","Refactoring: Improving the design of existing code",1999,"Refactoring: Improving the Design of Existing Code",,"",,,,,4394,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004061016&partnerID=40&md5=fc2d3e0753ebf127bc68a8de7a5212e6",Article,Final,"",Scopus,2-s2.0-0004061016
"March, J.G., Olsen, J.P."," ",[No title available],1989,"Rediscovering Institutions: The Organizational Basis of Politics",,"",,,,,4352,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003713160&partnerID=40&md5=c426cdb89f32d68e7644f0299366ad16",Article,Final,"",Scopus,2-s2.0-0003713160
"Lofland, J., Lofland, L.H."," ",[No title available],1995,"Analyzing Social Settings: A Guide to Qualitative Observation and Analysis",,"",,,,,4298,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003988872&partnerID=40&md5=d76b25d90fd09d2c72d959092764a853",Article,Final,"",Scopus,2-s2.0-0003988872
"Lindell, M.K., Whitney, D.J.","7005684561; 7102971373","Accounting for common method variance in cross-sectional research designs",2001,"Journal of Applied Psychology",86,"1",,114,121,,4264,10.1037/0021-9010.86.1.114,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84991904404&partnerID=40&md5=11e0613d2a12074fb6058e521d923070",Article,Final,"",Scopus,2-s2.0-84991904404
"Callon, M.","","Some elements of a sociology of translation: Domestication of the scallops and the fishermen of St Brieuc Bay",1986,"Power, Action and Belief: A New Sociology of Knowledge?",,"",,196,233,,4250,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0001123259&partnerID=40&md5=9a45c227f4170a42a71d1b8f3e1edac1",Article,Final,"",Scopus,2-s2.0-0001123259
"Burrell, G., Morgan, G."," ",[No title available],1979,"Sociological Paradigms and Organizational Analysis",,"",,,,,4249,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003681369&partnerID=40&md5=886457bfe0f6267deb9885e8206e409d",Article,Final,"",Scopus,2-s2.0-0003681369
"Herzberg, F., Mausner, B., Snyderman, B.","  ","The motivation to work",1959,"The Motivation to Work",,"",,,,,4227,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003747051&partnerID=40&md5=e5d4965cfaa23631dc664ab5145c42c9",Article,Final,"",Scopus,2-s2.0-0003747051
"Trompenaars, F.","",[No title available],1993,"Riding the Waves of Culture",,"",,,,,4226,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003523728&partnerID=40&md5=642b98b031d97749e198f84ca0985554",Article,Final,"",Scopus,2-s2.0-0003523728
"Webster, J., Watson, R.T."," ","Analyzing the past to prepare for the future: Writing a literature review",2002,"MIS Quarterly",26,"2",,xiii,xxiii,,4221,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0012903874&partnerID=40&md5=68c5413c1e4fb6845bd5b71e9895e067",Article,Final,"",Scopus,2-s2.0-0012903874
"Glaser, B.G.","",[No title available],1978,"Theoretical Sensitivity: Advances in the Methodology of Grounded Theory",,"",,,,,4204,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004086599&partnerID=40&md5=90444523297de87f306d2213a3e5dfc7",Article,Final,"",Scopus,2-s2.0-0004086599
"Mason, J.","","Qualitative researching",1996,"Qualitative Researching",,"",,,,,4177,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003899640&partnerID=40&md5=3a488a0cbfd75092b5e5a43cc82f2daf",Article,Final,"",Scopus,2-s2.0-0003899640
"Cortina, J.M.","35936437800","What Is Coefficient Alpha? An Examination of Theory and Applications",1993,"Journal of Applied Psychology",78,"1",,98,104,,4123,10.1037/0021-9010.78.1.98,"https://www.scopus.com/inward/record.url?eid=2-s2.0-34147165006&partnerID=40&md5=0feec5794249fe508b381ecd6e05ea1c",Article,Final,"",Scopus,2-s2.0-34147165006
"Power, M.","","The Audit Society: Rituals of Verification",1997,"The Audit Society: Rituals of Verification",,"",,,,,4096,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0004113578&partnerID=40&md5=86976c8a40bc0d1aa59c1c89a65f8247",Article,Final,"",Scopus,2-s2.0-0004113578
"Kitchenham, B., Charters, S."," ","Guidelines for performing systematic literature reviews in software engineering",2007,"Guidelines for Performing Systematic Literature Reviews in Software Engineering",,"",,,,,4088,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-44649122227&partnerID=40&md5=bdef4add637bd99e31ca57ae20cc3d5e",Article,Final,"",Scopus,2-s2.0-44649122227
"Latour, B.","",[No title available],1999,"Pandora's Hope: Essays on the Reality of Science Studies",,"",,,,,4073,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003635910&partnerID=40&md5=af8b68c97ad47078a6985dbb34810649",Article,Final,"",Scopus,2-s2.0-0003635910
"Mintzberg, H.","","The structuring of organizations",1979,"The Structuring of Organizations",,"",,,,,4043,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003761169&partnerID=40&md5=7228538398bca453a96566a45c91b885",Article,Final,"",Scopus,2-s2.0-0003761169
"Malinowski, B.","",[No title available],1922,"Argonauts of the Western Pacific",,"",,,,,3994,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0003789673&partnerID=40&md5=01d0d431499674f68cb3515392f7cbd4",Article,Final,"",Scopus,2-s2.0-0003789673
